scope,wmo,sensor_model,sensor_serial,parameter,coefficient,value,source_file,source_variable,interpretation
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m1,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m1 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m10,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m10 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m11,1,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m11 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m12,2,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m12 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m13,3,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m13 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m14,4,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m14 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m15,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m15 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m16,1,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m16 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m17,2,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m17 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m18,3,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m18 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m19,4,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m19 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m2,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m2 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m20,5,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m20 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m21,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m21 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m22,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m22 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m23,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m23 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m24,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m24 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m25,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m25 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m26,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m26 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m27,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m27 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m3,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m3 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m4,1,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m4 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m5,2,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m5 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m6,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m6 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m7,1,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m7 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m8,2,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m8 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,m9,3,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m9 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n0,4,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n0 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n1,5,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n1 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n10,1,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n10 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n11,1,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n11 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n12,1,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n12 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n13,1,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n13 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n14,1,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n14 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n15,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n15 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n16,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n16 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n17,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n17 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n18,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n18 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n19,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n19 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n2,4,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n2 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n20,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n20 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n21,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n21 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n22,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n22 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902086,AANDERAA_OPTODE_4330,n/a,DOXY,n23,0,incois_2902086_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n23 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
